1	INTJ PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP PREP DETFS NFS	<eps> PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP <eps> <eps> <eps>	_
72	ADJFS NFS DETFS NFS PREP PREL PINDMS VERB PDEMMS AUX ADJMS PDEMMS VERB NMS PINDMS VERB VERB PDEMMS PREP NMS PREP NMS	<eps> NFS DETFS NFS PREP PREL PINDMS VERB PDEMMS AUX ADJMS PDEMMS AUX NMS ADV VPPMS <eps> PDEMMS NMS <eps> ADJMS NMS	_
73	PDEMMS VERB ADV VERB DET NMP ADJMP COCO COCO PREFP VERB PREP DET NFS COCO PINDMS VERB ADV NFS PREP DET NMS VERB <eps> ADV	PDEMMS VERB ADV VPPMS DET NMP ADJMP COCO <eps> PREFP VERB PREP DET NFS PPOBJFS <eps> VERB ADV NFS PREP <eps> VERB AUX VPPMS ADV	_
74	PINDMS PPOBJMS AUX ADV ADJFS ADJMS NMS PREP NFS ADJFS COCO PINDMS VERB VERB ADJMP DET ADJMP NMP COCO VERB PDEMMS VERB ADJ <eps> NMS PREP <eps> VERB VERB PREP VERB DETFS NFS DET NMP COCO DET PDEMMS PINDMS AUX PPOBJMS VERB ADV ADV PREP	PINDMS PPOBJMS AUX ADV ADJMS ADJMS NMS PREP NFP ADJFP <eps> PINDMS VERB VERB <eps> DET ADJMP NMP VERB <eps> PDEMMS VERB PREF VERB NMS PREP NFS PREP NFS PREP VERB DETFS NFS DET NFP <eps> <eps> <eps> PINDMS <eps> PPOBJMS AUX ADJMS <eps> <eps>	_
75	PPER1S <eps> PPOBJMS VERB ADV ADV PREP PPOBJMS VERB ADV ADV PREP VERB DINTMS NMS PREP DETMS NMS PREP ADJMS NMS PINDMS VERB VERB ADV ADV	INTJ PPER3MS PPOBJMS VERB ADV ADV PPER3MS PPOBJMS VERB ADV ADV VERB ADV DINTMS NMS PREP DETMS NMS PREP ADJMS NMS PINDMS VERB VERB ADV ADV	_
76	PROPN ADV PPER3MS PPOBJMS VERB CHIF ADJMP NMP PREP DETFS NFS ADJFS COCO DETFS PROPN DETMS NMS ADJMS AUX ADJMS COCO DET NFP ADV ADJFP PREFP VERB PPOBJMS VERB PREP PPOBJMS VERB DINTMS NMS CHIF PREP PROPN CHIF PREP PROPN COCO PROPN CHIF CHIF PREP PROPN COCO CHIF NMP PREP PROPN	<eps> <eps> PPER3MS PPOBJMS VERB CHIF ADJMP NMP PREP DETFS NFS ADJFS COCO DETFS PROPN DETMS NMS ADJMS AUX ADJMS COCO DET NFP ADV ADJFP PREFP VERB PPOBJMS VERB PREP PPOBJMS VERB DINTMS NMS ADV PREP PROPN CHIF PREP PROPN COCO PROPN CHIF CHIF PREP PROPN COCO CHIF NMP PREP PROPN	_
77	INTJ PROPN XFAMIL PINDMS PREFP VERB PREP	INTJ PROPN XFAMIL PINDMS PREFP VERB PREP	_
78	CHIF CHIF NFP CHIF PREP	<eps> CHIF NFP CHIF PREP	_
79	DETFS NFS ADJFS PREP DETFS NFS ADJFS VERB DETFS NFS ADJFS CHIF ADJFP NFP PREP DET PROPN	<eps> NFS ADJFS PREP DETFS NFS ADJFS VERB DETFS NFS ADJFS CHIF ADJFP NFP PREP DET PROPN	_
80	PROPN XFAMIL COCO PROPN XFAMIL VERB PDEMMS ADJMS NMS PREP PRON PROPN VERB PPER3MS PPER1S PPOBJMS AUX VPPMP PREP PPOBJMP VERB PROPN XFAMIL XFAMIL XFAMIL XFAMIL VERB PREFP AUX ADJMP CHIF NMP ADJMP PREP DET PROPN	PROPN XFAMIL <eps> XFAMIL XFAMIL VERB PDEMMS ADJMS NMS PREP PRON VERB PUNCT <eps> PPER1S PPOBJMS AUX VPPMS PREP PPOBJMS VERB PROPN XFAMIL XFAMIL XFAMIL XFAMIL VERB PREFP AUX ADJMP CHIF NMP ADJMP PREP DET PROPN	_
81	PROPN XFAMIL PREFP AUX ADV VPPMS PREP ADV COSUB VERB NFS PREP DETFS NFS PREP PROPN XFAMIL XFAMIL XFAMIL PINDMS PREFP VERB ADV PREP NMS PREP PROPN XFAMIL PREFP AUX ADV CHIF ADJMP NMP ADV COSUB PPER1S AUX ADV VPPMS DETFS NFS ADJFS PDEMMS VERB DETFS PROPN ADJFS NFS AUX DETFS NFS	PROPN XFAMIL PREFP AUX ADV VPPMS PREP ADV COSUB VERB NFS PREP DETFS NFS PREP PROPN XFAMIL XFAMIL XFAMIL PINDMS <eps> VERB ADV PREP NMS PREP PROPN XFAMIL PREFP AUX ADV CHIF ADJMP NMP ADV COSUB PPER1S AUX ADV VPPMS DETFS NFS ADJFS PDEMMS VERB DETFS PROPN ADJFS NFS AUX DETFS NFS	_
82	PDEMMS AUX PREP DINTMS NMS PREP DINTMS NMS PREP PROPN PREL AUX AUX ADV PREP DINTMS DET NMP PREP DETFS ADJFS NFS PREL AUX ADV VPPMS ADV PREP NMS PREP DETFS NFS ADJFS	<eps> <eps> PREP DINTMS NMS PREP DINTMS NMS PREP PROPN PREL AUX AUX ADV PREP DINTMS DET NMP PREP DETFS NFS ADJFS PREL AUX ADV VPPMS ADV PREP NMS PREP DETFS NFS ADJFS	_
83	PINDMS AUX VPPMS PREP NMS VERB	<eps> AUX VPPMS PREP NMS VERB	_
84	PREP NFS ADV ADJFS DETMS NMS	<eps> NFS ADV ADJFS DETMS NMS	_
85	VERB	VPPMS	_
86	PDEMMS NMS PREP NMS PREL PINDMS VERB ADV COCO ADV	<eps> NMS PREP NMS PREL PINDMS VERB ADV COCO ADV	_
87	ADV PREP NFS ADV ADJFS PREP DET PREP DET NMS VERB DETMS NMS PREP NFS PREP DETFS NFS PREP NMS COCO VERB ADV PREP NMS PREFP PREL VERB DINTMS ADV ADV PREP CHIF NMP	ADV PREP NFS ADV ADJFS PREP DET PREP DET NMS VERB DETMS NMS PREP NFS PREP DETFS NFS PREP NMS COCO VPPMS ADV PREP NMS PREFP PREL VERB DINTMS ADV ADV PREP CHIF NMP	_
88	COCO PDEMMS AUX ADV DETMS NMS ADV COSUB PROPN XFAMIL VERB AUX PREP ADV DINTMS NMS ADJMS AUX PRON PREL PINDMS VERB VERB DINTFS NFS PREP NFS PREP PROPN	<eps> PDEMMS AUX ADV DETMS NMS ADV COSUB PROPN XFAMIL VERB AUX PREP ADV DINTMS NMS ADJMS <eps> PRON PREL PINDMS VERB VERB DINTFS NFS PREP NFS ADJFS <eps>	_
89	<eps> PDEMMS AUX DETFS ADJFS NFS COSUB COSUB DET PROPN AUX PREP DET NFS PREP DET NFS	COCO PDEMMS AUX DETFS ADJFS NFS COSUB COSUB DET PROPN COCO PREP DET NFS PREP DET NFS	_
90	ADV DETFS NFS PREF VERB ADV <eps> NOUN PREP PPER3FS ADV COSUB PREFP VERB COSUB DETFS NFS ADV AUX ADV AUX ADV ADJFS PREP DET NFP COCO ADV ADJFS PREP DETFS NFS ADV PREFP VERB DINTFS ADJFS NFS	ADV DETFS NFS PREF VERB ADV ADV NOUN PREP DETMS <eps> NMS PREFP VERB COSUB DETFS NFS ADV AUX ADV AUX ADV ADJFS PREP DET NFP COCO ADV ADJMS PREP DETFS NFS ADV PREFP VERB DINTFS ADJFS NFS	_
91	PREP DINTFS NFS ADV ADJFS COCO ADJFS AUX ADJMS COSUB PROPN XFAMIL AUX ADV VPPMS PREP VERB DETFS NFS	<eps> DINTFS NFS ADV ADJFS <eps> ADJFS AUX ADJMS COSUB PROPN XFAMIL AUX ADV VPPMS PREP DET NMP <eps>	_
92	NFS ADJFS	AUX ADJFS	_
93	PDEMMS AUX DINTFS NFS PREL VERB PREP VERB DINTMS NMS ADJMS	<eps> AUX DINTFS NFS PREL VERB PREP VERB DINTMS NMS ADJMS	_
94	PDEMMS AUX DINTFS NFS PREL AUX ADJFS PREP DET NFP COCO DET NFP ADJFP AUX PPER3FP PDEMMS AUX DET NMS PREP DETFS PROPN	PDEMMS AUX DINTFS NFS PREL AUX ADV PREP DET NFP COCO DET NFP ADJFP AUX PPER3FP PDEMMS AUX DET NMS PREP DETFS PROPN	_
95	PDEMMS AUX DETMS NMS PREP DET NFP PDEMMS AUX DETFS NFS DINTMS NMS ADJMS AUX DETFS NFS PREP NMS PRON AUX ADJFP DET NFP PREL AUX DETMS NMS DINTMS NMS ADJMS PREP NFS	<eps> <eps> DETMS NMS PREP DET NFP PUNCT AUX DETFS NFS DINTMS NMS ADJMS AUX DETFS NFS PREP NMS <eps> AUX ADJFP DET NFP PREL AUX DETMS NMS DINTMS NMS ADJMS PREP NFS	_
96	VPPMS PREP NFS PREP PREFP VERB COCO DETMS NMS PREP DINTMS NMS ADJMS PDEMMS ADV AUX ADV PREP AUX VPPMS PREP DINTMS ADJMS ADV ADV DET PROPN AUX VPPMS DINTMS NMS ADJMS PREFP VERB VERB	ADV <eps> VERB PREP PREFP VERB <eps> DETMS NMS PREP DINTMS NMS ADJMS PDEMMS ADV AUX ADV PREP AUX VPPMS PREP DINTMS ADJMS ADV ADV DET PROPN AUX VPPMS DINTMS NMS ADJMS PREFP VERB VERB	_
97	PREP DET NFP DET NFP AUX ADJFP COCO DET NFP PREFP VERB PPOBJFP VERB PPOBJMS VERB	<eps> DET NFP DET NFP AUX ADJFP COCO DET NFP PREFP VERB PPOBJFP VERB COCO VERB	_
98	COCO PPOBJMS VERB PREP DETFS ADJFS NFS PREP PRELFS PREFP AUX VPPMS DETMS NMS ADJMS PREP PROPN PREP DETFS NFS COCO PREP PROPN	COCO <eps> VERB PREP DETFS ADJFS NFS PREP PRELFS PREFP AUX VERB DETMS NMS ADJMS PREP PROPN PREP DETFS NFS PREP DET NFP	_
99	ADV COCO VERB COSUB COSUB ADV PDEMMS VERB DETMS DETMS NMS PINDMS VERB DET NFS COSUB PREFP AUX ADV PREP VERB DETMS NMS PREP PROPN XFAMIL	DET NFP <eps> COSUB COSUB ADV PDEMMS VERB DETMS <eps> NMS PINDMS VERB DET NFS COSUB PREFP AUX ADV PREP VERB DETMS NMS <eps> PROPN XFAMIL	_
100	ADV COCO ADJMS PDEMMS VERB AUX DINTMS NMS PREP DET NMP ADV <eps> <eps> <eps> <eps> COCO ADV COSUB PINDMS COCO ADV COSUB PREP NMS PREFP VERB PDEMMS AUX ADV ADJMS PINDMS AUX AUX ADV ADJMS PREP VERB PROPN XFAMIL ADV PREP NMS DINTMS NMS COCO <eps> ADJMS PREP NMS PREP DETFS NFS ADJFS PREP <eps> <eps> CHIF CHIF CHIF ADV COCO	<eps> COCO <eps> PDEMMS VERB AUX DINTMS NMS PREP CHIF NMP ADJ VERB DETFS NFS ADJFS COCO ADV COSUB PINDMS ADV VERB ADV ADV ADV COCO <eps> PDEMMS AUX ADV ADJFS PINDMS AUX AUX ADV ADJMS PREP VERB PROPN XFAMIL ADV PREP NMS DINTMS NMS COCO COSUB ADJMS PREP NMS PREP DETFS PPER3MS AUX ADV VPPMS PREP CHIF NMP CHIF <eps> <eps>	_
101	PDEMMS VERB AUX DET NMS COCO PDEMMS AUX DET NMS COCO PINDMS VERB DETMS NMS PREP PREF VERB PREP PRON PREL VERB NMS PREP DET NFP ADJFP PREP PDEMFS NFS PUNCT AUX PREFP ADV PREFP VERB	COSUB <eps> <eps> DET NMS COCO PDEMMS AUX DET NMS COCO PINDMS VERB DETMS NMS PREP PREF VERB PREP PRON PREL VERB NMS PREP DET NFP ADJFS PREP PDEMFS NFS PREP AUX ADJFP <eps> PREFP VERB	_
102	PPER1S VERB PREFP VERB PREP PROPN XFAMIL <eps> VERB AUX ADJMS DETFS NFS ADV VERB ADV ADV DET NFP PREP PROPN XFAMIL PPER3MS AUX VPPMS DET NFP PREL AUX VPPMS	PPER1S VERB PREFP VERB PREP PROPN XFAMIL PPER3MS VERB AUX ADJMS DETFS NFS ADV VERB ADV ADV DET NFP PREP PROPN XFAMIL PPER3MS AUX VPPMS DET NFP PREL AUX VPPMS	_
103	PPER1S VERB ADV COCO PDEMMS VERB ADV PREP VERB ADV PREP PREP DETFS NFS PREP DET PROPN PPER3MS PPOBJMS VERB PROPN XFAMIL XFAMIL COCO PROPN XFAMIL AUX NMS PREP DETFS NFS PROPN <eps> XFAMIL XFAMIL AUX AUX DETMS ADJMS NMS PREP PROPN XFAMIL <eps> PREL VERB PRON PREL PREFP VERB PREP ADV	PPER1S VERB ADV ADV COSUB AUX <eps> PREP <eps> <eps> <eps> <eps> <eps> <eps> <eps> DET PROPN PPER3MS VERB COSUB PROPN <eps> XFAMIL COCO PROPN XFAMIL AUX NMS PREP DETFS NFS PPER1S VERB PROPN XFAMIL AUX AUX DETMS ADJMS NMS PREP PROPN XFAMIL COCO ADV VERB PRON PREL PREFP VERB PREP ADV	_
104	ADV COCO <eps> PPOBJMS VERB CHIF NFP	<eps> COCO PPER3MS PPOBJMS VERB CHIF NFP	_
105	PREP PREFP DETMS CHIF CHIF NMS PPER3MS PPOBJMS VERB DINTMS NMS	<eps> PREFP DETMS CHIF CHIF NMS PPER3MS PPOBJMS VERB DINTMS NMS	_
106	COCO PREP DETMS NMS <eps> PPOBJMS VERB CHIF NMP DETMS NMS DET NMP PREL AUX ADJMS PREP PROPN XFAMIL COCO PROPN XFAMIL XFAMIL COCO DETMS NMS DET NFP	<eps> PREP DETMS NMS PPER3MS PPOBJMS VERB CHIF NMP DETMS NMS DET NMP PREL AUX ADJMS PREP PROPN XFAMIL COCO PROPN <eps> XFAMIL COCO DETMS NMS DET NFP	_
107	COCO PREFP PINDMS VERB PREP PROPN COCO ADV PREP DET NMP PREP NMP PREP DET NMP PREP NMP	<eps> PREFP PINDMS VERB PREP PROPN COCO ADV PREP DET NMP PREP VERB PREP DET NMP PREP NMP	_
108	PREP VERB ADJMS COCO ADV DET NFP PREP VERB PREP VERB DETFS NFS PREP VERB ADV DET NFP PREL PROPN VERB PROPN AUX <eps> VERB PREP VERB	PREP VERB ADJMS COCO ADV DET NFP PREP VERB PREP VERB DETFS NFS PREP VERB ADV DET NFP PREL PROPN PPER3MS PPOBJMS PPOBJMS AUX VERB PREP VERB	_
109	ADJMS AUX DET NMS PREP DETFS NFS PREP DET PROPN	ADJFS AUX DET NMS PREP DETFS NFS PREP DET PROPN	_
110	COCO PDEMMS ADV AUX PDEMMS ADV AUX ADV DET	<eps> PDEMMS ADV AUX <eps> ADV AUX ADV DET	_
111	NFS PREFP AUX PREFP AUX <eps> <eps> <eps>	ADV PDEMMS ADV PREFP VERB PREP VERB NMP	_
112	COCO VERB VERB COSUB PREFP VERB PINDMS PREP NMS ADJMS PREP ADV COSUB NMS COCO PREFP VERB <eps> <eps> <eps> <eps> ADV PREFP AUX PREFP VERB ADV PREP DETMS NMS DETMS NMS	PUNCT <eps> <eps> COSUB PREFP VERB PINDMS PREP NMS ADJMS PREP ADV COSUB NMS COCO ADV ADV COCO PREFP VERB ADV ADV PREFP AUX PREFP VERB ADV PREP DETMS NMS DETMS NMS	_
113	PREP DINTFS NFS ADJFS COCO ADV	<eps> DINTFS NFS ADJFS <eps> ADV	_
114	PREFP VERB NFS PREP VERB PREP DET NFP ADV COSUB PREP VERB DINTMS NMS	PREFP VERB NFS PREP VERB PREP DET NFP ADV COSUB PREP VERB DINTMS NMS	_
115	VERB DET NFS COCO VERB ADV <eps> DET NFS COSUB PREFP VERB VERB DET NMP	VERB DET NFS COCO VERB ADV ADV DET NFS COSUB PREFP VERB VERB DET NMP	_
116	PREP CHIF CHIF CHIF COCO PREP DET NFP ADJFP COCO ADV PPER3MS PPOBJMS VERB PINDMP PREP NMS PREP DET PROPN PREL PREF VERB PREP DETMS NMS	<eps> CHIF NMP CHIF COCO PREP DET NFP ADJFP COCO ADV PPER3MS PPOBJMS VERB PINDMP PREP NMS PREP DET PROPN PREL PREF VERB PREP DETMS NMS	_
117	PREP DET NMP PREP NMP ADJMP PREFP PREFP VERB COSUB DETFS NFS VERB <eps> COSUB PREFP AUX VPPMS VERB PREP AUX NOUN PREP DET ADJMP NMP ADJMP COCO ADV DET NMP ADJMP PREFP VERB PPOBJMP VERB PPOBJMP VERB COCO PPOBJFP VERB ADJMS COCO ADJ	PREP DET NMP PREP NMS ADJMS PREFP PREFP VERB COSUB DETFS NFS ADV ADV COSUB PREFP VERB PDEMMS VERB PREP AUX NOUN PREP DET ADJMP NMP ADJMS COCO ADV DET NMP ADJMS PREFP VERB PPOBJMP VERB DET NMP COCO PPOBJFP VERB PREP DET PROPN	_
118	ADV PREFP VERB ADV DETFS <eps> NFS PREP VERB DET NMP	<eps> PREFP VERB ADV DETFS DETFS NFS PREP VERB DET NMP	_
119	PREP NMS PREP DET PROPN	PDEMMS AUX DINTMS ADV VPPMS	_
120	PREP PROPN XFAMIL XFAMIL PREP AUX ADV VERB PDEMFS NFS	PROPN <eps> <eps> XFAMIL PREP AUX ADV VERB PDEMFS NFS	_
121	ADV AUX PDEMMS COSUB PDEMMS AUX ADV <eps> NMS PREP NMS PREP NFS PREP NMS PREP DINTMS NMS	ADV <eps> <eps> COSUB ADV AUX ADV DINTMS NMS PREP NFP PREP NFS PREP NMS PREP DINTMS NMS	_
122	ADV PPER1S VERB COSUB PREP CHIF COCO ADJMS NMS ADJMS AUX DETFS ADJFS NFS PREP DINTMS NMS ADJMS COSUB PREP VERB PREP DET NMP ADJMP	ADV PPER1S VERB COSUB PREP CHIF COCO ADJMS NMS ADJMS AUX DETFS ADJFS NFS PREP DINTMS NMS ADJMS COSUB PREP VERB PREP DET NMP ADJMP	_
123	PREP DET NFS COCO PREP DET NFS PREP PREF VERB COCO PREP VERB PREP DETMS NMS DET NMP ADJMS AUX COSUB ADV DET PROPN DETMS ADJMS NMS PREP PROPN ADJMS AUX CHIF CHIF CHIF NMP	<eps> DET NFS COCO PREP DET NFS PREP PREF VERB COCO PREP VERB PREP <eps> NMS DET NMP ADJMS AUX ADV ADV DET PROPN DETMS ADJMS NMS PREP PROPN COCO <eps> CHIF CHIF NMP ADJMP	_
124	ADV VPPMP PREP DETMS NMS ADJMS CHIF CHIF NMS ADJMS COCO PREP PPOBJMS VERB PREFP VERB DETMS NMS	<eps> VPPMP PREP DETMS NMS ADJMS CHIF CHIF NMS ADJMS COCO PREP PPOBJMS VERB PREFP VERB DETMS NMS	_
125	PREP DETMS NMS ADJMS PREP VERB DET NFP PREP PRELFP PREFP VERB ADV PINDMS VERB DETFS NFS PREP ADV ADV VERB PRON PREL PREFP VERB	PREP DETMS NMS ADJMS PREP VERB DET NFP PREP PRELFP PREFP VERB ADV PINDMS VERB DETFS NFS PREP ADV ADV VERB PRON PREL PREFP VERB	_
126	PREP DET PROPN ADV DET PROPN ADJFS COCO ADV COSUB PREFP DINTFS PROPN ADJFS ADJFS PREL PREF VERB NMS DET NFS PREP NFS VERB PRON COSUB PREP PREFP DETMS NMS ADJMS AUX ADJMS COCO ADV ADJMS PREP PREFP	<eps> DET PROPN ADV DET PROPN ADJFS COCO ADV COSUB PREFP DINTFS PROPN ADJFS ADJFS PREL VERB VERB NMS DET NFS PREP NFS VERB PRON COSUB PREP PREFP DETMS NMS ADJMS AUX ADJMS <eps> ADV ADJMS PREP PREFP	_
127	PDEMMS AUX ADV ADJMS ADV VERB PRON PREL PREFP VERB PREP DET NFP PREP PREP NFS <eps> PREFP PREFP PRON PREL PREFP VERB PREP NMS ADJMS AUX VERB DET NFP PREP NFS	<eps> AUX ADV ADJMS ADV VERB PRON PREL PREFP VERB PREP DET NFP PREP DET NFS ADJFS PREFP PREFP PRON PREL PREFP VERB PREP NMS ADJMS AUX VERB DET NFP PREP NFS	_
128	ADJMP VERB ADV ADV ADV COCO ADV ADV PREP DET NFP DET NFP COSUB ADJMP PRON PREL PREFP AUX VPPMS DET CHIF ADJFP NFP	ADJMS VERB ADV ADV ADV COCO ADV ADV PREP DET NFP DET NFP PREL DET PRON PREL PREFP AUX VPPMS DET CHIF ADJFP NFP	_
129	COCO PREP DET NMS COCO PROPN XFAMIL COCO PROPN XFAMIL XFAMIL VERB DET NFP	<eps> PREP DET NMS COCO PROPN XFAMIL COCO PROPN <eps> XFAMIL VERB DET NFP	_
130	PDEMMS AUX CHIF NMP ADJMP DET DET NMP COCO PROPN VERB PREP PPOBJMS VERB PREFP VERB DINTMS NMS DET NMP PREFP VERB	<eps> AUX DINTMS NMS ADJMS DET DET NMP <eps> PROPN VERB PREP PPOBJMS VERB PREFP VERB DINTMS NMS DET NMP PREFP VERB	_
131	COCO DET NMP AUX AUX VPPMP PREP NMS PREP DET PROPN PREP VERB DET NMP PREP VERB DET NFP COCO DET NFP ADJFP ADV PREP DETFS NFS	<eps> DET NMP AUX AUX VPPMS PREP NMS PREP DET PROPN PREP VERB DET NMP PREP VERB DET NFP COCO DET NFP ADJFP ADV PREP DETFS <eps>	_
132	PROPN XFAMIL PREFP VERB DINTMS NMS ADJMS DETMS NMS ADJMS PREFP AUX VPPMS PDEMMS AUX PROPN XFAMIL PREL AUX DETMS NMS ADJMS DINTMS NMS ADJMS PREL VERB COSUB DETMS NMS ADJMS NMS AUX DET NFS PREP DET NMS PREP NMS ADJMS AUX DINTFS ADJFS NFS <eps> PREP DETFS NFS ADJFS	ADV PROPN PREFP VERB DINTMS NMS ADJMS DETMS NMS ADJMS PREFP AUX VPPMS DET <eps> PROPN XFAMIL PREL AUX DETMS NMS ADJMS DINTMS NMS ADJMS PREL VERB DETFS <eps> NFS ADJFS NFS AUX DET NFS PREP DET NMS PREP NMS ADJMS AUX DINTFS ADJFS VPPMS DET PREP DETFS NFS ADJFS	_
133	COCO PREFP VERB COSUB PPER3MP PREFP AUX VPPMS COCO PREFP PINDMS PPOBJMS AUX ADV VPPMS	<eps> PREFP VERB COSUB PPER3MP PREFP AUX VPPMS COCO PREFP PINDMS PPOBJMS AUX ADV VPPMS	_
134	PREFP PINDMS VERB DET NMP PINDMS <eps> <eps> VERB DET NMP PINDMS VERB PREP NMS DINTMS NMS ADJMS COCO ADV	<eps> PINDMS VERB DET NMP PREP PROPN PPER1S VERB DET NMP PINDMS VERB PREP NMS DINTMS NMS ADJMS COCO ADV	_
135	PREFP VERB PREP PINDMP PREP DET PROPN PREP AUX ADV VPPMS DINTMS NMS ADJMS COCO VERB COSUB PREP ADV PDEMMS VERB PREP VERB PREP DETFS NFS PREP DET NMS PREP PROPN XFAMIL AUX DETMS NMS ADJMS PREL VERB PREP DET PROPN PREP PRON PPER3MS PPOBJMS AUX VPPMS DINTFS ADJFS NFS PREP DETMS ADJMS NMS	<eps> NMP PREP PINDMP PREP DET PROPN PREP AUX ADV VPPMS DINTMS NMS ADJMS COCO VERB COSUB PREP ADV PDEMMS VERB PREP VERB PREP DETFS NFS PREP DET NMS PREP PROPN XFAMIL AUX DETMS NMS ADJMS PREL VERB PREP DET PROPN PREP PRON PPER3MS PPOBJMS VERB <eps> DINTFS ADJFS NFS PREP DETMS ADJMS NMS	_
136	COCO ADV PDEMFS NFS COSUB PREFP AUX DINTFS NFS PREP <eps> DETFS NFS ADJFS	<eps> ADV PDEMFS NFS COSUB PREFP AUX DINTFS NFS ADJFS AUX DETFS NFS ADJFS	_
137	ADV COCO PDEMMS AUX DETFS ADV ADV DET ADJ NMP PREP <eps> PREF VERB PREP ADJMS COCO COSUB PREFP PINDMS AUX <eps> ADV ADV PREP COCO ADV	<eps> COCO PDEMMS AUX <eps> ADV ADV <eps> ADJ NMS PREP NMP PREF VERB PREP PRON PREL PREFP VERB PREFP PPOBJMS VERB ADV DETFS NFS COSUB DETFS NFS	_
138	COCO ADV COSUB PPER3MS PPOBJFS VERB PPOBJMS ADV PREFP PRON PREL PREFP VERB	ADV <eps> COSUB PPER3MP PPOBJFS VERB PUNCT <eps> PREFP <eps> PREL PREFP VERB	_
139	PDEMMS AUX ADV PREP PREF VERB PREP ADJMS COCO ADJMS NMS VERB PREP VERB ADV	<eps> VERB ADV <eps> PREF VERB PREP ADJMS COCO ADJMS NMS VERB PREP VERB ADV	_
140	PREFP AUX DINTFS NFS PREP NMP PREFP AUX AUX VPPMP PREP VERB PROPN XFAMIL ADV ADV PREP PINDMP PREP DET NMP COCO PREFP	<eps> VERB DINTFS NFS PREP NMP PREFP AUX AUX VPPMS PREP VERB PROPN XFAMIL ADV ADV PREP PINDMP PREP DET NMP COCO PREFP	_
141	VERB ADV COCO PREP VERB PREP VERB DETFS NFS ADV DET NFP PREL AUX DET NMP PREP DETMS NMS DETFS NFS PREP DETFS NFS PREP NFS PPER1S PREFP VERB DINTFS NFS PREP NFS ADV DET NFS PREP DETFS NFS PREP NMS DET NMP COCO DET NMP PREL PREP PREFP ADV AUX ADV ADJMS PREP DET NMS	VERB ADV COCO PREP VERB PREP VERB DETFS NFS ADV DET NFP PREL AUX DET NMP PREP DETMS NMS DETFS NFS PREP DETFS NFS PREP NFS PPER1S PREFP VERB DINTFS NFS PREP NFS <eps> PREP NFS PREP DETFS NFS PREP NMS DET NMP COCO DET NMP PREL PREP PREFP ADV AUX ADV ADJMS PREP DET NMS	_
142	ADV PREP NFP	ADV PREP NFP	_
143	PREFP PPOBJMS VERB PREP NMS	PREFP PPOBJMS VERB PREP NMS	_
144	PREP NMS	<eps> NMS	_
145	<eps> PREFP VERB ADV PINDMS VERB PREP NFS COSUB DET PINDMS VERB DINTMS NMS ADJMS AUX PDEMMS PREP VERB ADV PREP NMS DINTMS NMS ADJMS PPOBJMS VERB VERB COSUB PPER3MS PPOBJMS VERB ADV PREP CHIF NMP PREL VERB PDEMFS NFS PREP NMS COCO PREL PREFP VERB	VERB PREFP VERB ADV PINDMS VERB PREP NFS COSUB <eps> PINDMS VERB DINTMS NMS ADJMS AUX PDEMMS PREP VERB ADV PREP NMS DINTMS NMS ADJMS PPOBJMS VERB VERB COSUB PPER3MS PPOBJMS VERB ADV <eps> PREP NMP PREL VERB PDEMFS NFS PREP NMS COCO PREL PREFP VERB	_
146	PREP COSUB DETFS NFS PREP PROPN PREF PREF PREF VERB PREP PPER3FS ADV COSUB PPOBJFS VERB VERB	<eps> COSUB DETFS NFS PREP PROPN PREF PREF PREF VERB PREP PPER3FS ADV COSUB PPOBJFS VERB VERB	_
147	COSUB PPOBJMP VERB PDEMFS NFS PDEMMS NMS ADV AUX PRON COSUB DET NMP	PDEMMS AUX DETMS NMS PREP DETMS NMS <eps> <eps> <eps> <eps> DET NMP	_
148	ADJ VERB ADV AUX DINTMS ADV ADJMP PREP	ADV VERB ADV AUX DINTMS ADV ADJMP PREP	_
149	PREP VERB DINTMS ADV PREP DINTMS NMS PREP DET NFS ADV COSUB ADV <eps> <eps> PPOBJMS VERB ADV PREP NFP PREL PREF VERB DETFS NFS DET NFP PREP NMP PREP PROPN COCO PINDMS VERB ADV DET DET NMP PREP DET PROPN PREF PREF VERB PREP PPOBJMP ADV PREP PREF VERB ADV PREP PREF VERB	<eps> PREP DINTMS ADV PREP DINTMS NMS PREP DET NFS ADV COSUB ADV ADV PPER3MS PPOBJMS VERB ADV PREP NFP PREL PREF VERB DETFS NFS DET NFP PREP NMP PREP PROPN COCO PINDMS VERB ADV DET DET NMP PREP DET PROPN PREF PREF VERB ADV <eps> ADV PREP PREF VERB COCO PINDMS PREF VERB	_
150	PREFP VERB PINDMS PINDMS AUX ADV PINDMS AUX ADV ADJMS ADV COSUB PINDMS AUX ADJMS ADV PREP AUX ADV ADJMS PREP DET NFP	<eps> VERB PINDMS PINDMS AUX ADV PINDMS AUX ADV ADJMS ADV COSUB PINDMS AUX ADJMS ADV PREP AUX ADV ADJMS PREP DET NFP	_
